Ngày 11/19/2023:
   Keyword 'tiệc_giáng_sinh': 0.08%
   Keyword 'taco_bell': 0.08%
   Keyword 'nhân_viên_taco_bell': 0.08%
   Keyword 'can_gốc_việt': 0.08%
   Keyword 'khách_sạn': 0.08%
   Keyword 'gió_khắp_miền_nam_california': 0.08%
   Keyword 'orange_county': 0.08%
   Keyword 'giá_nhẹ_nam_california': 0.08%
   Keyword 'colorado': 0.08%
   Keyword 'nam_hàn': 0.08%
   Keyword 'bắc_hàn': 0.08%
   Keyword 'vệ_tinh': 0.08%
   Keyword 'biển_đông_việt_nam': 0.08%
   Keyword 'thanh_niên_sài_gòn': 0.08%
   Keyword 'vợ_nhạc_sĩ_việt_kiều_úc': 0.08%
   Keyword 'việt_kiều': 0.08%
   Keyword 'vàng_hoàng_đế': 0.08%
   Keyword 'chiến_tranh_israelhamas_các': 0.08%
   Keyword 'israelhamas_các': 0.08%
   Keyword 'bờ_tây': 0.08%
   Keyword 'chiến_tranh': 0.08%
Ngày 11/21/2023:
   Keyword 'việt_nam': 8.16%
   Keyword 'nhân_quyền': 2.36%
   Keyword 'mạng_lưới': 1.67%
   Keyword 'iraq': 1.46%
   Keyword 'công_an': 1.32%
   Keyword 'mỹ': 1.20%
   Keyword 'hòa': 1.11%
   Keyword 'ukraine': 1.02%
   Keyword 'nga': 0.96%
   Keyword 'xã_hội': 0.93%
   Keyword 'thế_giới': 0.87%
   Keyword 'trung_quốc': 0.87%
   Keyword 'việt': 0.81%
   Keyword 'quốc_tế': 0.81%
   Keyword 'voice': 0.81%
   Keyword 'doanh_nghiệp': 0.72%
   Keyword 'đội_tuyển': 0.69%
   Keyword 'chính_nghĩa_việt_nam': 0.69%
   Keyword 'quốc_hội': 0.66%
   Keyword 'chủ_tịch': 0.66%
   Keyword 'hà_nội': 0.66%
   Keyword 'hoa_kỳ': 0.66%
   Keyword 'phụ_nữ': 0.60%
   Keyword 'văn_hoá': 0.57%
   Keyword 'tội_phạm': 0.54%
   Keyword 'người_dân': 0.54%
   Keyword 'quốc_gia': 0.54%
   Keyword 'thái_lan': 0.51%
   Keyword 'kinh_tế': 0.48%
   Keyword 'công_ty': 0.48%
   Keyword 'cơ_sở': 0.48%
   Keyword 'israel': 0.48%
   Keyword 'dự_án': 0.48%
   Keyword 'an_ninh': 0.48%
   Keyword 'world_cup': 0.45%
   Keyword 'khu_vực': 0.45%
   Keyword 'tài_xế': 0.45%
   Keyword 'tôn_giáo': 0.45%
   Keyword 'cán_bộ': 0.42%
   Keyword 'cộng_đồng': 0.42%
   Keyword 'bệnh_viện': 0.42%
   Keyword 'ma_tuý': 0.42%
   Keyword 'bộ_trưởng': 0.39%
   Keyword 'tài_sản': 0.39%
   Keyword 'philippines': 0.39%
   Keyword 'y_tế': 0.39%
   Keyword 'indonesia': 0.39%
   Keyword 'giải_pháp': 0.39%
   Keyword 'công_tác': 0.39%
   Keyword 'hiệu_quả': 0.39%
   Keyword 'tổng_thống': 0.39%
   Keyword 'tín_dụng': 0.36%
   Keyword 'hàn_quốc': 0.36%
   Keyword 'bóng_đá': 0.36%
   Keyword 'ấn_độ': 0.36%
   Keyword 'chính_phủ': 0.36%
   Keyword 'nhật_bản': 0.33%
   Keyword 'troussier': 0.33%
   Keyword 'pháp_luật': 0.33%
   Keyword 'biden': 0.33%
   Keyword 'đà_lạt': 0.33%
   Keyword 'sinh_viên': 0.33%
   Keyword 'sức_khoẻ': 0.33%
   Keyword 'tuấn': 0.33%
   Keyword 'thiệt_hại': 0.33%
   Keyword 'ohchr_mất_mát_thiệt_hại': 0.33%
   Keyword 'mất_mát': 0.33%
   Keyword 'tự_do': 0.33%
   Keyword 'quan_hệ': 0.30%
   Keyword 'ngân_hàng': 0.30%
   Keyword 'ô_tô': 0.30%
   Keyword 'xe_máy': 0.30%
   Keyword 'hôm_nay': 0.30%
   Keyword 'kỷ_luật': 0.30%
   Keyword 'châu_á': 0.30%
   Keyword 'vòng_loại': 0.30%
   Keyword 'đội_tuyển_việt_nam': 0.30%
   Keyword 'công_nhân': 0.30%
   Keyword 'nhân_viên': 0.30%
   Keyword 'bác_sĩ': 0.30%
   Keyword 'thủ_tướng': 0.30%
   Keyword 'chương_trình': 0.30%
   Keyword 'đại_biểu': 0.30%
   Keyword 'hamas': 0.30%
   Keyword 'trật_tự': 0.30%
   Keyword 'nguy_cơ': 0.30%
   Keyword 'bài_khách_freedom_fighter': 0.30%
   Keyword 'hcm': 0.30%
   Keyword 'sức_mạnh': 0.30%
   Keyword 'ngoại_giao': 0.30%
   Keyword 'quân_sự': 0.27%
   Keyword 'dịch_vụ': 0.27%
   Keyword 'hoạt_động': 0.27%
   Keyword 'giáo_dục': 0.27%
   Keyword 'nhân_dân': 0.27%
   Keyword 'chiến_dịch': 0.27%
   Keyword 'đức': 0.27%
   Keyword 'quốc_phòng': 0.27%
   Keyword 'nghĩa_việt_nam': 0.27%
   Keyword 'hồ_chí_minh': 0.27%
   Keyword 'lĩnh_vực': 0.27%
   Keyword 'kỷ_lục': 0.27%
   Keyword 'tổ_chức': 0.27%
   Keyword 'tai_nạn': 0.27%
   Keyword 'cảnh_sát': 0.27%
   Keyword 'lực_lượng': 0.27%
   Keyword 'nguyễn_phú_trọng': 0.27%
   Keyword 'argentina': 0.24%
   Keyword 'chính_trị': 0.24%
   Keyword 'triều_tiên': 0.24%
   Keyword 'vệ_tinh': 0.24%
   Keyword 'đàn_ông': 0.24%
   Keyword 'trương_mỹ_lan': 0.24%
   Keyword 'vạn_thịnh_phát': 0.24%
   Keyword 'dân_tộc': 0.24%
   Keyword 'truyền_thông': 0.24%
   Keyword 'chính_sách': 0.24%
   Keyword 'thành_phố': 0.24%
   Keyword 'kết_quả': 0.24%
   Keyword 'liên_hoan_phim': 0.24%
   Keyword 'học_sinh': 0.24%
   Keyword 'đối_tượng': 0.24%
   Keyword 'chất_lượng': 0.24%
   Keyword 'thông_tin': 0.24%
   Keyword 'con_người': 0.24%
   Keyword 'singapore': 0.24%
   Keyword 'học_bổng': 0.24%
   Keyword 'tổng_bí_thư': 0.24%
   Keyword 'quảng_ninh': 0.24%
   Keyword 'montréal': 0.24%
   Keyword 'thương_mại': 0.21%
   Keyword 'bệnh_nhân': 0.21%
   Keyword 'tín_đồ': 0.21%
   Keyword 'giám_đốc': 0.21%
   Keyword 'tài_chính': 0.21%
   Keyword 'ung_thư': 0.21%
   Keyword 'trẻ_em': 0.21%
   Keyword 'vô_địch': 0.21%
   Keyword 'di_sản': 0.21%
   Keyword 'chiến_tranh': 0.21%
   Keyword 'úc': 0.21%
   Keyword 'chính_quyền': 0.21%
   Keyword 'ngư_dân': 0.21%
   Keyword 'du_khách': 0.21%
   Keyword 'trường_hợp': 0.21%
   Keyword 'giao_thông': 0.21%
   Keyword 'lịch_sử': 0.21%
   Keyword 'báo_chí': 0.21%
   Keyword 'gaza': 0.21%
   Keyword 'khởi_tố': 0.21%
   Keyword 'đt_việt_nam': 0.21%
   Keyword 'trường_học': 0.21%
   Keyword 'ra_mắt': 0.21%
   Keyword 'dân_sự': 0.21%
   Keyword 'phật_giáo': 0.21%
   Keyword 'mục_tiêu': 0.18%
   Keyword 'thủ_đô': 0.18%
   Keyword 'mỹ_đình': 0.18%
   Keyword 'italy': 0.18%
   Keyword 'sân_bay': 0.18%
   Keyword 'brazil': 0.18%
   Keyword 'áp_lực': 0.18%
   Keyword 'thị_trường': 0.18%
   Keyword 'thiết_bị': 0.18%
   Keyword 'đắk_lắk': 0.18%
   Keyword 'kim_cương': 0.18%
   Keyword 'ninh_bình': 0.18%
   Keyword 'bình_định': 0.18%
   Keyword 'khán_giả': 0.18%
   Keyword 'hoàng_đức': 0.18%
   Keyword 'thanh_niên': 0.18%
   Keyword 'hành_trình': 0.18%
   Keyword 'bài_khách_ng': 0.18%
   Keyword 'khai_mạc': 0.18%
   Keyword 'lãnh_đạo': 0.18%
   Keyword 'cuộc_sống': 0.18%
   Keyword 'linh_kiện': 0.18%
   Keyword 'máy_tính': 0.18%
   Keyword 'uỷ_ban': 0.18%
   Keyword 'phân_ưu': 0.18%
   Keyword 'nước_ngoài': 0.15%
   Keyword 'lao_động': 0.15%
   Keyword 'apple': 0.15%
   Keyword 'gia_đình': 0.15%
   Keyword 'trung_tâm': 0.15%
   Keyword 'cơ_quan': 0.15%
   Keyword 'hàng_đầu': 0.15%
   Keyword 'công_nghệ': 0.15%
   Keyword 'thời_tiết': 0.15%
   Keyword 'westlife': 0.15%
   Keyword 'thành_viên': 0.15%
   Keyword 'messi': 0.15%
   Keyword 'hàng_loạt': 0.15%
   Keyword 'trump': 0.15%
   Keyword 'tây': 0.15%
   Keyword 'cầu_thủ': 0.15%
   Keyword 'sinh_nhật': 0.15%
   Keyword 'thông_tư': 0.15%
   Keyword 'bất_động_sản': 0.15%
   Keyword 'liên_hoan_phim_việt_nam': 0.15%
   Keyword 'quảng_nam': 0.15%
   Keyword 'phòng_khám': 0.15%
   Keyword 'đường_dây': 0.15%
   Keyword 'thoả_thuận': 0.15%
   Keyword 'phú_quốc': 0.15%
   Keyword 'sài_gòn': 0.15%
   Keyword 'âm_nhạc': 0.15%
   Keyword 'sứ_mệnh': 0.15%
   Keyword 'campuchia': 0.15%
   Keyword 'nhiệm_vụ': 0.15%
   Keyword 'biên_giới': 0.15%
   Keyword 'bình_dương': 0.15%
   Keyword 'nghị_quyết': 0.15%
   Keyword 'nhà_giáo': 0.15%
   Keyword 'chế_độ': 0.15%
   Keyword 'sản_phẩm': 0.15%
   Keyword 'tên_lửa': 0.15%
   Keyword 'hình_ảnh': 0.15%
   Keyword 'vũ_tiến_thành': 0.15%
   Keyword 'kiên_giang': 0.15%
   Keyword 'tin_tức': 0.15%
   Keyword 'thuốc_lá': 0.15%
   Keyword 'huế': 0.15%
   Keyword 'vòng_loại_world_cup': 0.15%
   Keyword 'điện_tử': 0.15%
   Keyword 'mạng_lưới_nhân_quyền_việt_nam': 0.15%
   Keyword 'cuộc_đời': 0.15%
   Keyword 'đại_học': 0.15%
   Keyword 'đoàn': 0.15%
   Keyword 'ra_mắt_sách_tổng_bí_thư_nguyễn_phú_trọng': 0.15%
   Keyword 'phó_chủ_tịch_ubnd': 0.15%
   Keyword 'hiệp_hội': 0.15%
   Keyword 'dân_biểu': 0.15%
   Keyword 'dân_chủ': 0.15%
   Keyword 'nguyễn_văn_lý': 0.15%
   Keyword 'thư': 0.15%
   Keyword 'vay_lãi': 0.12%
   Keyword 'cô_dâu': 0.12%
   Keyword 'ca_sĩ': 0.12%
   Keyword 'ý_kiến': 0.12%
   Keyword 'chuyên_gia': 0.12%
   Keyword 'đối_thủ': 0.12%
   Keyword 'dấu_ấn': 0.12%
   Keyword 'tư_pháp': 0.12%
   Keyword 'xu_hướng': 0.12%
   Keyword 'lễ_hội': 0.12%
   Keyword 'thế_hệ': 0.12%
   Keyword 'nhà_đầu_tư': 0.12%
   Keyword 'giáo_viên': 0.12%
   Keyword 'ngôi_sao': 0.12%
   Keyword 'quyết_định': 0.12%
   Keyword 'danh_sách': 0.12%
   Keyword 'hội_thánh': 0.12%
   Keyword 'diễn_viên': 0.12%
   Keyword 'long_an': 0.12%
   Keyword 'lao_công': 0.12%
   Keyword 'thiếu_niên': 0.12%
   Keyword 'đan_mạch': 0.12%
   Keyword 'ấn_tượng': 0.12%
   Keyword 'tác_giả': 0.12%
   Keyword 'nhân_đạo': 0.12%
   Keyword 'nam': 0.12%
   Keyword 'không_gian': 0.12%
   Keyword 'lào': 0.12%
   Keyword 'openai': 0.12%
   Keyword 'chức_vụ': 0.12%
   Keyword 'hệ_thống': 0.12%
   Keyword 'đà_nẵng': 0.12%
   Keyword 'hà_tĩnh': 0.12%
   Keyword 'cảm_hứng': 0.12%
   Keyword 'tội_danh': 0.12%
   Keyword 'du_ký': 0.12%
   Keyword 'không_khí': 0.12%
   Keyword 'châu_âu': 0.12%
   Keyword 'cà_mau': 0.12%
   Keyword 'vũ_khí': 0.12%
   Keyword 'nồng_độ': 0.12%
   Keyword 'bóng_chuyền': 0.12%
   Keyword 'sân_mỹ_đình': 0.12%
   Keyword 'hoà_bình': 0.12%
   Keyword 'dân_số': 0.12%
   Keyword 'xung_đột': 0.12%
   Keyword 'karaoke': 0.12%
   Keyword 'đông': 0.12%
   Keyword 'bộ_đội_cảnh_sát': 0.12%
   Keyword 'bộ_đội': 0.12%
   Keyword 'tô_lâm': 0.12%
   Keyword 'bộ_trưởng_tô_lâm': 0.12%
   Keyword 'đồng_nai': 0.12%
   Keyword 'sự_thật': 0.12%
   Keyword 'trung_ương': 0.12%
   Keyword 'phong_trào': 0.12%
   Keyword 'đường_lối': 0.12%
   Keyword 'tuần_lễ': 0.12%
   Keyword 'hội_nghị': 0.12%
   Keyword 'đầu_mối': 0.12%
   Keyword 'đại_hội': 0.12%
   Keyword 'tiểu_đường': 0.12%
   Keyword 'luật_sư': 0.12%
   Keyword 'quốc_dân': 0.12%
   Keyword 'nam_california': 0.12%
   Keyword 'hạ_viện': 0.12%
   Keyword 'văn_bút_quốc_tế': 0.12%
   Keyword 'đỗ_nam_hải': 0.12%
   Keyword 'linh_mục': 0.12%
   Keyword 'quyền': 0.12%
   Keyword 'hoàng_đế': 0.09%
   Keyword 'tân_ceo': 0.09%
   Keyword 'tuyển_việt_nam': 0.09%
   Keyword 'cảnh_vệ': 0.09%
   Keyword 'thời_trang': 0.09%
   Keyword 'vàng': 0.09%
   Keyword 'công_nghệ_cao': 0.09%
   Keyword 'cơ_chế': 0.09%
   Keyword 'đất_nước': 0.09%
   Keyword 'tình_yêu': 0.09%
   Keyword 'nguồn_lực': 0.09%
   Keyword 'nỗ_lực': 0.09%
   Keyword 'điện_ảnh': 0.09%
   Keyword 'virus': 0.09%
   Keyword 'bảo_tàng': 0.09%
   Keyword 'nam_mỹ': 0.09%
   Keyword 'taylor_swift': 0.09%
   Keyword 'văn_phòng': 0.09%
   Keyword 'khả_năng': 0.09%
   Keyword 'xe_điện': 0.09%
   Keyword 'chiến_sự': 0.09%
   Keyword 'núi_lửa': 0.09%
   Keyword 'căn_cứ': 0.09%
   Keyword 'mặt_hàng': 0.09%
   Keyword 'hoa_hậu': 0.09%
   Keyword 'bảo_hiểm_y_tế': 0.09%
   Keyword 'hạnh_phúc': 0.09%
   Keyword 'dân_tộc_thiểu_số': 0.09%
   Keyword 'nghệ_sĩ': 0.09%
   Keyword 'thực_phẩm': 0.09%
   Keyword 'kế_hoạch': 0.09%
   Keyword 'tái_tạo': 0.09%
   Keyword 'viện_trợ': 0.09%
   Keyword 'công_bố': 0.09%
   Keyword 'dấu_hiệu': 0.09%
   Keyword 'hành_khách': 0.09%
   Keyword 'thương_vong': 0.09%
   Keyword 'đất_liền': 0.09%
   Keyword 'shop': 0.09%
   Keyword 'căn_cước': 0.09%
   Keyword 'thủ_đoạn': 0.09%
   Keyword 'tiến_sĩ': 0.09%
   Keyword 'tưởng_niệm': 0.09%
   Keyword 'tác_phẩm': 0.09%
   Keyword 'tù_nhân': 0.09%
   Keyword 'nhà_văn': 0.09%
   Keyword 'hồ': 0.09%
   Keyword 'đường_thuỷ': 0.09%
   Keyword 'phương_án': 0.09%
   Keyword 'thành_phần': 0.09%
   Keyword 'thái_bình_dương': 0.09%
   Keyword 'thương_hiệu': 0.09%
   Keyword 'myanmar': 0.09%
   Keyword 'nhà_trắng': 0.09%
   Keyword 'threads': 0.09%
   Keyword 'vai_trò': 0.09%
   Keyword 'uy_tín': 0.09%
   Keyword 'giai_đoạn': 0.09%
   Keyword 'vinfast_vf': 0.09%
   Keyword 'bí_quyết': 0.09%
   Keyword 'trách_nhiệm': 0.09%
   Keyword 'chiến_thuật': 0.09%
   Keyword 'công_chức': 0.09%
   Keyword 'thu_nhập': 0.09%
   Keyword 'cảnh_giác': 0.09%
   Keyword 'câu_chuyện': 0.09%
   Keyword 'scb': 0.09%
   Keyword 'đường_băng': 0.09%
   Keyword 'bắc_giang': 0.09%
   Keyword 'bồ_đào_nha': 0.09%
   Keyword 'nhung_lam': 0.09%
   Keyword 'bài_khách_nhung_lam': 0.09%
   Keyword 'diễn_đàn': 0.09%
   Keyword 'bài_khách_ng_t': 0.09%
   Keyword 'na_uy': 0.09%
   Keyword 'tuổi_trẻ': 0.09%
   Keyword 'ngăn_ngừa': 0.09%
   Keyword 'xăng_dầu': 0.09%
   Keyword 'kỷ_niệm': 0.09%
   Keyword 'hô_hấp': 0.09%
   Keyword 'con_tin': 0.09%
   Keyword 'trái_đất': 0.09%
   Keyword 'putin': 0.09%
   Keyword 'đường_hầm': 0.09%
   Keyword 'địa_điểm': 0.09%
   Keyword 'chung_kết': 0.09%
   Keyword 'mâu_thuẫn': 0.09%
   Keyword 'thể_công': 0.09%
   Keyword 'quan_điểm': 0.09%
   Keyword 'giang': 0.09%
   Keyword 'pháp': 0.09%
   Keyword 'tinh_hoa': 0.09%
   Keyword 'australia': 0.09%
   Keyword 'sắc_màu': 0.09%
   Keyword 'phù_thuỷ': 0.09%
   Keyword 'polking': 0.09%
   Keyword 'sai_lầm': 0.09%
   Keyword 'tương_lai': 0.09%
   Keyword 'visa': 0.09%
   Keyword 'hà_giang': 0.09%
   Keyword 'tiêu_cực': 0.09%
   Keyword 'toàn_cầu': 0.09%
   Keyword 'liên_minh': 0.09%
   Keyword 'bà_rịa_vũng_tàu': 0.09%
   Keyword 'gia_hạn': 0.09%
   Keyword 'bảo_hiểm': 0.09%
   Keyword 'ngà_voi': 0.09%
   Keyword 'đài_loan': 0.09%
   Keyword 'châu_phi': 0.09%
   Keyword 'địa_bàn': 0.09%
   Keyword 'chỉ_đạo': 0.09%
   Keyword 'hình_thức': 0.09%
   Keyword 'giấy_phép': 0.09%
   Keyword 'sốt_xuất_huyết': 0.09%
   Keyword 'nạn_nhân': 0.09%
   Keyword 'nghĩa_tình': 0.09%
   Keyword 'chữ_thập_đỏ': 0.09%
   Keyword 'tình_cảm': 0.09%
   Keyword 'áp_thuế': 0.09%
   Keyword 'việt_nam_hoa_kỳ': 0.09%
   Keyword 'thủ_tướng_trần_hồng_hà': 0.09%
   Keyword 'trần_hồng_hà': 0.09%
   Keyword 'đại_sứ': 0.09%
   Keyword 'nội_thất': 0.09%
   Keyword 'tử_vong': 0.09%
   Keyword 'gia_lai': 0.09%
   Keyword 'zelensky': 0.09%
   Keyword 'biên_cương': 0.09%
   Keyword 'hành_chính': 0.09%
   Keyword 'dữ_liệu': 0.09%
   Keyword 'màn_hình': 0.09%
   Keyword 'nghệ_thuật': 0.09%
   Keyword 'nhà_thơ': 0.09%
   Keyword 'ân_xá': 0.09%
   Keyword 'đảng': 0.09%
   Keyword 'thống_nhất': 0.09%
   Keyword 'thư_phân_ưu_chia_buồn': 0.09%
   Keyword 'thư_hiệp_hội_vpef_phân_ưu_chia_buồn': 0.09%
   Keyword 'bush': 0.09%
   Keyword 'nhān_quyền': 0.09%
   Keyword 'hoà_hảo': 0.09%
   Keyword 'hŕ_nội': 0.09%
   Keyword 'hội_thảo': 0.09%
   Keyword 'kỹ_sư': 0.09%
   Keyword 'bí_ẩn': 0.06%
   Keyword 'ấn_vàng_hoàng_đế': 0.06%
   Keyword 'sam_altman': 0.06%
   Keyword 'hoả_lực': 0.06%
   Keyword 'kỷ_nguyên': 0.06%
   Keyword 'ước_mơ': 0.06%
   Keyword 'hưng_yên': 0.06%
   Keyword 'diện_mạo': 0.06%
   Keyword 'huy_chương': 0.06%
   Keyword 'người_yêu': 0.06%
   Keyword 'đám_cưới': 0.06%
   Keyword 'hà_nam': 0.06%
   Keyword 'nhan_sắc': 0.06%
   Keyword 'bảo_hiểm_xã_hội': 0.06%
   Keyword 'iphone': 0.06%
   Keyword 'nguyên_nhân': 0.06%
   Keyword 'tây_tạng': 0.06%
   Keyword 'cô_giáo': 0.06%
   Keyword 'phong_bì': 0.06%
   Keyword 'môi_trường': 0.06%
   Keyword 'cá_tính': 0.06%
   Keyword 'euro': 0.06%
   Keyword 'nhân_lực': 0.06%
   Keyword 'vị_thế': 0.06%
   Keyword 'sân_nhà': 0.06%
   Keyword 'thời_kỳ': 0.06%
   Keyword 'hậu_quả': 0.06%
   Keyword 'lớp_học': 0.06%
   Keyword 'tiền_mặt': 0.06%
   Keyword 'canada': 0.06%
   Keyword 'tây_ban_nha': 0.06%
   Keyword 'chỉ_số': 0.06%
   Keyword 'thầy_trò': 0.06%
   Keyword 'chỉ_trích': 0.06%
   Keyword 'britney_spears': 0.06%
   Keyword 'lái_xe': 0.06%
   Keyword 'cuộc_chiến': 0.06%
   Keyword 'đỏ': 0.06%
   Keyword 'video': 0.06%
   Keyword 'máy_bay': 0.06%
   Keyword 'thành_quả': 0.06%
   Keyword 'nhà_trường': 0.06%
   Keyword 'sản_lượng': 0.06%
   Keyword 'hoá_chất': 0.06%
   Keyword 'âm_mưu': 0.06%
   Keyword 'dự_luật': 0.06%
   Keyword 'hải_quân': 0.06%
   Keyword 'hành_vi': 0.06%
   Keyword 'đồng_phạm': 0.06%
   Keyword 'công_tố': 0.06%
   Keyword 'thái': 0.06%
   Keyword 'cư_dân': 0.06%
   Keyword 'tập_đoàn': 0.06%
   Keyword 'năng_lượng': 0.06%
   Keyword 'lợi_ích': 0.06%
   Keyword 'ngăn_chặn': 0.06%
   Keyword 'phụ_huynh': 0.06%
   Keyword 'liên_ngành': 0.06%
   Keyword 'chế_tài': 0.06%
   Keyword 'trao_trả_viên': 0.06%
   Keyword 'tiểu_thương': 0.06%
   Keyword 'mekong_lan_thương': 0.06%
   Keyword 'công_trình': 0.06%
   Keyword 'z': 0.06%
   Keyword 'dự_thảo': 0.06%
   Keyword 'thành_tích': 0.06%
   Keyword 'tài_khoản': 0.06%
   Keyword 'số_dư': 0.06%
   Keyword 'lưỡi_liềm': 0.06%
   Keyword 'ấn_tượng_khoảnh_khắc_best': 0.06%
   Keyword 'khoảnh_khắc': 0.06%
   Keyword 'ironman': 0.06%
   Keyword 'best': 0.06%
   Keyword 'me': 0.06%
   Keyword 'sự_kiện': 0.06%
   Keyword 'hoàn_cảnh': 0.06%
   Keyword 'bối_cảnh': 0.06%
   Keyword 'phan_nhật_nam_chính': 0.06%
   Keyword 'chỉ_tiêu': 0.06%
   Keyword 'tượng_đài': 0.06%
   Keyword 'nguyễn_đức': 0.06%
   Keyword 'tưởng_niệm_cố_tt_ngô_đình_diệm': 0.06%
   Keyword 'lê_thương': 0.06%
   Keyword 'ca_khúc': 0.06%
   Keyword 'âm_thầm': 0.06%
   Keyword 'thi_sĩ': 0.06%
   Keyword 'giới_thiệu_tác_phẩm_mênh_mông_đời_nữ_tác_giả_phạm_minh_tâm_úc_châu_oct': 0.06%
   Keyword 'mênh_mông': 0.06%
   Keyword 'châu_oct': 0.06%
   Keyword 'giới_thiệu': 0.06%
   Keyword 'lê_anh_hùng': 0.06%
   Keyword 'lương_tâm': 0.06%
   Keyword 'giao_duyên': 0.06%
   Keyword 'trăm_năm': 0.06%
   Keyword 'xưalý_thuỵ_ý_chính': 0.06%
   Keyword 'an_chính_nghĩa': 0.06%
   Keyword 'trường': 0.06%
   Keyword 'hoàng': 0.06%
   Keyword 'nhạc_sĩ': 0.06%
   Keyword 'nhạc_sĩ_hoàng_giác': 0.06%
   Keyword 'tiểu_học': 0.06%
   Keyword 'thủ_tục': 0.06%
   Keyword 'chuyển_biến': 0.06%
   Keyword 'tiến_độ': 0.06%
   Keyword 'thai_sản': 0.06%
   Keyword 'hướng_dẫn': 0.06%
   Keyword 'hành_lang': 0.06%
   Keyword 'phước_tân_vạn': 0.06%
   Keyword 'khung_giá': 0.06%
   Keyword 'lâm_đồng': 0.06%
   Keyword 'thanh_thiếu_niên': 0.06%
   Keyword 'hàng_hoá': 0.06%
   Keyword 'mặt_bằng': 0.06%
   Keyword 'vĩnh_long': 0.06%
   Keyword 'giải_thưởng': 0.06%
   Keyword 'tình_ca': 0.06%
   Keyword 'tân_ceo_openai': 0.06%
   Keyword 'harris': 0.06%
   Keyword 'tổng_thống_mỹ_biden': 0.06%
   Keyword 'tổng_thống_harris': 0.06%
   Keyword 'bạo_lực': 0.06%
   Keyword 'tây_nguyên': 0.06%
   Keyword 'nhân_sự': 0.06%
   Keyword 'trợ_lý': 0.06%
   Keyword 'đồng_chí': 0.06%
   Keyword 'sóc_trăng': 0.06%
   Keyword 'biện_pháp': 0.06%
   Keyword 'lexus': 0.06%
   Keyword 'vùng_đất': 0.06%
   Keyword 'blue': 0.06%
   Keyword 'nữ_sinh': 0.06%
   Keyword 'kết_cục': 0.06%
   Keyword 'văn_quyết': 0.06%
   Keyword 'gia_vị': 0.06%
   Keyword 'cà_phê': 0.06%
   Keyword 'doanh_nhân': 0.06%
   Keyword 'hmông': 0.06%
   Keyword 'black_friday': 0.06%
   Keyword 'cánh_tay': 0.06%
   Keyword 'dnipro': 0.06%
   Keyword 'tình_thế': 0.06%
   Keyword 'sát_thủ': 0.06%
   Keyword 'tình_hình': 0.06%
   Keyword 'hlv_vũ_tiến_thành': 0.06%
   Keyword 'nhà_báo': 0.06%
   Keyword 'đội_tuyển_thái_lan': 0.06%
   Keyword 'siêu': 0.06%
   Keyword 'anh_hùng': 0.06%
   Keyword 'liên_hoan': 0.06%
   Keyword 'nhà_máy': 0.06%
   Keyword 'đại': 0.06%
   Keyword 'tây_du_ký': 0.06%
   Keyword 'quý': 0.06%
   Keyword 'trái_chiều': 0.06%
   Keyword 'thi': 0.06%
   Keyword 'bài_khách_trường_biếm': 0.06%
   Keyword 'bài_khách': 0.06%
   Keyword 'tiếng_nói': 0.06%
   Keyword 'bài_khách_thái_cát': 0.06%
   Keyword 'bài_khách_trump_và': 0.06%
   Keyword 'thư_ngỏ': 0.06%
   Keyword 'bài_khách_van_nguyen': 0.06%
   Keyword 'bài_khách_thao_thức': 0.06%
   Keyword 'học': 0.06%
   Keyword 'trục_xuất': 0.06%
   Keyword 'triển_vọng': 0.06%
   Keyword 'trung': 0.06%
   Keyword 'thượng_đỉnh': 0.06%
   Keyword 'khách_sạn': 0.06%
   Keyword 'quảng_bình': 0.06%
   Keyword 'câu_lạc_bộ': 0.06%
   Keyword 'nghị_định': 0.06%
   Keyword 'củ_chi': 0.06%
   Keyword 'học_viên': 0.06%
   Keyword 'báo_cáo': 0.06%
   Keyword 'quy_mô': 0.06%
   Keyword 'đồng_tháp': 0.06%
   Keyword 'liệt_sĩ': 0.06%
   Keyword 'hệ_sinh_thái': 0.06%
   Keyword 'năm_học': 0.06%
   Keyword 'đội_việt_nam': 0.06%
   Keyword 'chi_phí': 0.06%
